Daily Closing Price,12-Day Exponential Moving Average,26-Day Exponential Moving Average,24-Day Trade Break Out Rule,29-Day Volatility,25-day Momentum,EMA Action,TBR Action,VOL Action,MOM Action
517,515.27,512.62,-0.01,0.013,7.17,1,2,1,1
520.31,516.05,513.19,0,0.012,12.69,1,2,1,1
524.18,517.3,514,0.01,0.012,16.56,1,2,1,1
521.97,518.02,514.59,0,0.013,14.35,1,2,1,1
520.31,518.37,515.01,-0.01,0.013,12.69,1,2,1,1
521.97,518.92,515.53,0,0.014,16.55,1,2,1,1
514.8,518.29,515.48,-0.02,0.014,13.8,1,0,1,1
510.38,517.07,515.1,-0.03,0.014,9.38,1,1,1,1
514.25,516.64,515.04,-0.02,0.014,12.7,1,0,1,1
513.69,516.19,514.94,-0.02,0.014,13.24,1,0,1,1
518.66,516.57,515.22,-0.01,0.013,13.79,1,2,1,1
518.66,516.89,515.47,-0.01,0.013,12.14,1,2,1,1
520.31,517.42,515.83,-0.01,0.012,10.48,1,2,1,1
519.21,517.7,516.08,-0.01,0.011,7.17,1,2,1,1
518.11,517.76,516.23,-0.01,0.01,7.73,1,2,1,1
520.31,518.15,516.53,-0.01,0.009,8.27,1,2,1,1
521.97,518.74,516.93,0,0.008,9.38,1,2,1,1
528.04,520.17,517.75,0.01,0.008,18.76,1,2,1,1
525.28,520.96,518.31,-0.01,0.009,12.14,1,2,1,1
520.87,520.95,518.5,-0.01,0.009,6.07,1,2,1,1
523.07,521.28,518.84,-0.01,0.008,2.2,1,2,1,1
517.56,520.71,518.75,-0.02,0.008,-2.75,1,0,1,2
518.11,520.31,518.7,-0.02,0.007,2.21,1,0,1,1
513.69,519.29,518.33,-0.03,0.007,-4.97,1,1,1,2
507.62,517.49,517.54,-0.04,0.007,-9.94,2,1,1,2
511.49,516.57,517.09,-0.03,0.008,-5.51,2,1,1,2
520.31,517.15,517.33,-0.01,0.009,0,2,2,1,0
519.76,517.55,517.51,-0.02,0.009,-4.42,1,0,1,2
519.76,517.89,517.68,-0.02,0.009,-2.21,1,0,1,2
527.49,519.37,518.41,0,0.009,7.18,1,2,1,1
523.07,519.94,518.76,-0.01,0.009,1.1,1,2,1,1
523.07,520.42,519.08,-0.01,0.009,8.27,1,2,1,1
519.21,520.23,519.09,-0.02,0.009,8.83,1,0,1,1
525.83,521.09,519.59,0,0.009,11.58,1,2,1,1
523.07,521.39,519.85,-0.01,0.009,9.38,1,2,1,1
519.76,521.14,519.84,-0.02,0.01,1.1,1,0,1,1
514.25,520.08,519.43,-0.03,0.009,-4.41,1,1,1,2
514.25,519.18,519.05,-0.03,0.009,-6.06,1,1,1,2
521.42,519.52,519.23,-0.01,0.009,2.21,1,2,1,1
525.28,520.41,519.68,-0.01,0.009,7.17,1,2,1,1
519.21,520.23,519.65,-0.02,0.009,-1.1,1,0,1,2
517.56,519.82,519.5,-0.02,0.009,-4.41,1,0,1,2
521.97,520.15,519.68,-0.01,0.009,-6.07,1,2,1,2
523.63,520.69,519.97,-0.01,0.009,-1.65,1,2,1,2
513.14,519.53,519.46,-0.03,0.009,-7.73,1,1,1,2
504.87,517.27,518.38,-0.04,0.009,-18.2,2,1,1,2
504.87,515.36,517.38,-0.04,0.011,-12.69,2,1,1,2
514.25,515.19,517.15,-0.03,0.012,-3.86,2,1,1,2
514.8,515.13,516.98,-0.02,0.011,1.11,2,0,1,1
514.8,515.08,516.82,-0.02,0.011,7.18,2,0,1,1
510.38,514.36,516.34,-0.03,0.011,-1.11,2,1,1,2
512.59,514.09,516.06,-0.03,0.012,-7.72,2,1,1,2
520.31,515.05,516.37,-0.01,0.012,0.55,2,2,1,1
513.14,514.76,516.13,-0.03,0.012,-6.62,2,1,1,2
510.38,514.09,515.7,-0.03,0.011,-17.11,2,1,1,2
507.07,513.01,515.06,-0.04,0.011,-16,2,1,1,2
510.93,512.69,514.75,-0.03,0.012,-12.14,2,1,1,2
519.21,513.69,515.08,-0.01,0.012,0,2,2,1,0
523.07,515.13,515.67,0,0.012,-2.76,2,2,1,2
529.69,517.37,516.71,0.01,0.012,6.62,1,2,1,1
530.25,519.35,517.71,0,0.012,10.49,1,2,1,1
542.94,522.98,519.58,0.02,0.013,28.69,1,2,1,1
566.11,529.62,523.03,0.04,0.016,51.86,1,2,1,1
584.32,538.04,527.57,0.03,0.023,62.9,1,2,1,1
577.15,544.06,531.24,-0.01,0.033,51.87,1,2,1,1
580.46,549.66,534.89,-0.01,0.038,61.25,1,2,1,1
570.53,552.87,537.53,-0.02,0.043,52.97,1,0,1,1
577.15,556.61,540.46,-0.01,0.045,55.18,1,2,1,1
578.8,560.02,543.3,-0.01,0.048,55.17,1,2,1,1
585.98,564.01,546.46,0,0.051,72.84,1,2,1,1
584.87,567.22,549.31,0,0.054,80,1,2,1,1
575.49,568.49,551.25,-0.02,0.056,70.62,1,0,1,1
584.87,571.01,553.74,0,0.057,70.62,1,2,1,1
594.25,574.59,556.74,0.01,0.059,79.45,1,2,1,1
589.84,576.94,559.19,-0.01,0.061,75.04,1,2,1,1
586.53,578.42,561.22,-0.01,0.061,76.15,1,2,1,1
574.94,577.88,562.24,-0.03,0.06,62.35,1,1,1,1
568.87,576.49,562.73,-0.04,0.06,48.56,1,1,1,1
565.56,574.81,562.94,-0.05,0.058,52.42,1,1,1,1
571.08,574.24,563.54,-0.04,0.057,60.7,1,1,1,1
570.53,573.67,564.06,-0.04,0.055,63.46,1,1,1,1
574.39,573.78,564.83,-0.03,0.053,63.46,1,1,1,1
573.84,573.79,565.5,-0.03,0.051,54.63,1,1,1,1
581.01,574.9,566.65,-0.02,0.048,57.94,1,0,1,1
587.63,576.86,568.2,-0.01,0.045,57.94,1,2,1,1
601.98,580.72,570.7,0.01,0.041,71.73,1,2,1,1
603.63,584.24,573.14,0,0.037,60.69,1,2,1,1
594.25,585.78,574.7,-0.02,0.034,28.14,1,0,1,1
599.22,587.85,576.52,-0.01,0.03,14.9,1,2,1,1
603.63,590.28,578.53,0,0.027,26.48,1,2,1,1
611.91,593.61,581,0.01,0.023,31.45,1,2,1,1
606.39,595.58,582.88,-0.01,0.021,35.86,1,2,1,1
605.29,597.07,584.54,-0.01,0.022,28.14,1,2,1,1
608.05,598.76,586.28,-0.01,0.022,29.25,1,2,1,1
606.39,599.93,587.77,-0.01,0.023,20.41,1,2,1,1
611.91,601.77,589.56,0,0.024,27.04,1,2,1,1
610.25,603.07,591.09,0,0.025,34.76,1,2,1,1
611.91,604.43,592.63,0,0.025,27.04,1,2,1,1
595.91,603.12,592.87,-0.03,0.026,1.66,1,1,1,1
588.18,600.82,592.52,-0.04,0.026,-1.66,1,1,1,2
595.35,599.98,592.73,-0.03,0.026,8.82,1,1,1,1
595.35,599.27,592.92,-0.03,0.025,20.41,1,1,1,1
601.42,599.6,593.55,-0.02,0.025,32.55,1,0,1,1
595.35,598.95,593.68,-0.03,0.025,29.79,1,1,1,1
582.66,596.44,592.86,-0.05,0.025,11.58,1,1,1,1
581.01,594.07,591.98,-0.05,0.025,10.48,1,1,1,1
582.11,592.23,591.25,-0.05,0.025,7.72,1,1,1,1
577.15,589.91,590.21,-0.06,0.024,3.31,2,1,1,1
582.66,588.79,589.65,-0.05,0.023,1.65,2,1,1,1
577.15,587,588.72,-0.06,0.022,-10.48,2,1,1,2
572.73,584.8,587.54,-0.06,0.021,-29.25,2,1,1,2
573.28,583.03,586.48,-0.06,0.021,-30.35,2,1,1,2
583.22,583.06,586.24,-0.05,0.021,-11.03,2,1,1,2
591.49,584.36,586.63,-0.03,0.021,-7.73,2,1,1,2
592.6,585.63,587.07,-0.03,0.021,-11.03,2,1,1,2
595.35,587.13,587.68,-0.03,0.021,-16.56,2,1,1,2
592.6,587.97,588.04,-0.03,0.021,-13.79,2,1,1,2
588.18,588,588.05,-0.04,0.021,-17.11,2,1,1,2
580.46,586.84,587.49,-0.05,0.021,-27.59,2,1,1,2
579.35,585.69,586.89,-0.05,0.021,-27.04,2,1,1,2
583.77,585.39,586.66,-0.05,0.02,-28.14,2,1,1,2
584.32,585.23,586.49,-0.05,0.02,-25.93,2,1,1,2
585.98,585.35,586.45,-0.03,0.02,-25.93,2,1,1,2
587.08,585.62,586.5,-0.02,0.019,-8.83,2,0,1,2
590.94,586.44,586.83,-0.02,0.018,2.76,2,0,1,1
590.39,587.05,587.09,-0.02,0.016,-4.96,2,0,1,2
590.39,587.56,587.33,-0.02,0.015,-4.96,1,0,1,2
593.15,588.42,587.76,0,0.013,-8.27,1,2,1,2
599.22,590.08,588.61,0.01,0.012,3.87,1,2,1,1
599.77,591.57,589.44,0,0.013,17.11,1,2,1,1
611.36,594.61,591.06,0.02,0.013,30.35,1,2,1,1
615.77,597.87,592.89,0.01,0.015,33.66,1,2,1,1
617.43,600.88,594.71,0,0.017,40.28,1,2,1,1
617.43,603.43,596.39,0,0.019,34.77,1,2,1,1
617.43,605.58,597.95,0,0.021,40.28,1,2,1,1
622.94,608.25,599.8,0.01,0.022,50.21,1,2,1,1
614.67,609.24,600.9,-0.01,0.024,41.39,1,2,1,1
615.22,610.16,601.96,-0.01,0.025,32,1,2,1,1
615.22,610.94,602.94,-0.01,0.025,23.73,1,2,1,1
616.32,611.77,603.93,-0.01,0.025,23.72,1,2,1,1
603.08,610.43,603.87,-0.03,0.024,7.73,1,1,1,1
602.53,609.21,603.77,-0.03,0.023,9.93,1,1,1,1
599.22,607.67,603.43,-0.04,0.023,11.04,1,1,1,1
600.87,606.62,603.24,-0.04,0.022,20.41,1,1,1,1
589.84,604.04,602.25,-0.05,0.022,10.49,1,1,1,1
579.91,600.33,600.6,-0.07,0.022,-3.86,2,1,1,2
581.56,597.44,599.19,-0.07,0.023,-2.76,2,1,1,2
585.98,595.68,598.21,-0.06,0.024,0,2,1,1,0
589.29,594.7,597.55,-0.05,0.023,2.21,2,1,1,1
595.35,594.8,597.39,-0.04,0.023,4.41,2,1,1,1
600.32,595.65,597.61,-0.04,0.022,9.93,2,1,1,1
604.73,597.05,598.14,-0.03,0.021,14.34,2,1,1,1
610.25,599.08,599.04,-0.02,0.021,17.1,1,0,1,1
611.91,601.05,599.99,-0.02,0.02,12.69,1,0,1,1
611.91,602.72,600.87,-0.02,0.02,12.14,1,0,1,1
617.98,605.07,602.14,-0.01,0.02,6.62,1,2,1,1
619.08,607.23,603.39,-0.01,0.02,3.31,1,2,1,1
618.53,608.97,604.51,-0.01,0.02,1.1,1,2,1,1
612.46,609.51,605.1,-0.02,0.02,-4.97,1,0,1,2
621.29,611.32,606.3,0,0.02,3.86,1,2,1,1
624.05,613.28,607.61,0,0.021,1.11,1,2,1,1
633.43,616.38,609.52,0.02,0.021,18.76,1,2,1,1
634.53,619.17,611.37,0,0.022,19.31,1,2,1,1
635.08,621.62,613.13,0,0.024,19.86,1,2,1,1
637.29,624.03,614.92,0,0.025,20.97,1,2,1,1
633.43,625.48,616.29,-0.01,0.026,30.35,1,2,1,1
630.67,626.28,617.36,-0.01,0.027,28.14,1,2,1,1
633.43,627.38,618.55,-0.01,0.027,34.21,1,2,1,1
639.5,629.24,620.1,0,0.028,38.63,1,2,1,1
640.6,630.99,621.62,0,0.029,50.76,1,2,1,1
631.22,631.03,622.33,-0.01,0.03,51.31,1,2,1,1
630.67,630.97,622.95,-0.02,0.031,49.11,1,0,1,1
636.19,631.77,623.93,-0.01,0.031,50.21,1,2,1,1
632.32,631.85,624.55,-0.01,0.031,43.03,1,2,1,1
632.32,631.92,625.13,-0.01,0.03,36.97,1,2,1,1
640.05,633.17,626.24,0,0.027,39.73,1,2,1,1
656.05,636.69,628.45,0.02,0.025,51.32,1,2,1,1
666.53,641.28,631.27,0.02,0.025,56.28,1,2,1,1
675.91,646.61,634.58,0.01,0.025,64,1,2,1,1
679.22,651.63,637.89,0,0.027,67.31,1,2,1,1
674.81,655.2,640.62,-0.01,0.029,56.83,1,2,1,1
666.53,656.94,642.54,-0.02,0.03,47.45,1,0,1,1
667.08,658.5,644.36,-0.02,0.03,48.55,1,0,1,1
671.5,660.5,646.37,-0.01,0.03,59.04,1,2,1,1
683.09,663.98,649.09,0.01,0.031,61.8,1,2,1,1
686.4,667.43,651.85,0,0.032,62.35,1,2,1,1
687.5,670.52,654.49,0,0.033,54.07,1,2,1,1
688.6,673.3,657.02,0,0.034,54.07,1,2,1,1
686.4,675.32,659.2,0,0.034,51.32,1,2,1,1
684.74,676.77,661.09,-0.01,0.035,47.45,1,2,1,1
675.91,676.64,662.19,-0.02,0.034,42.48,1,0,1,1
668.19,675.34,662.63,-0.03,0.034,37.52,1,1,1,1
665.43,673.82,662.84,-0.03,0.034,32,1,1,1,1
669.29,673.12,663.32,-0.03,0.033,29.79,1,1,1,1
663.77,671.68,663.35,-0.04,0.033,23.17,1,1,1,1
662.12,670.21,663.26,-0.04,0.032,30.9,1,1,1,1
656.6,668.12,662.77,-0.05,0.03,25.93,1,1,1,1
655.5,666.18,662.23,-0.05,0.029,19.31,1,1,1,1
655.5,664.54,661.73,-0.05,0.028,23.18,1,1,1,1
645.01,661.54,660.49,-0.06,0.028,12.69,1,1,1,1
647.22,659.34,659.51,-0.06,0.027,7.17,2,1,1,1
656.05,658.83,659.25,-0.05,0.025,0,2,1,1,0
654.95,658.23,658.93,-0.05,0.024,-11.58,2,1,1,2
656.05,657.89,658.72,-0.05,0.022,-19.86,2,1,1,2
641.7,655.4,657.46,-0.07,0.02,-37.52,2,1,1,2
631.22,651.68,655.52,-0.08,0.02,-43.59,2,1,1,2
623.49,647.34,653.15,-0.09,0.022,-43.04,2,1,1,2
615.22,642.4,650.34,-0.11,0.025,-51.86,2,1,1,2
615.22,638.22,647.74,-0.11,0.029,-56.28,2,1,1,2
615.22,634.68,645.33,-0.11,0.031,-67.87,2,1,1,2
621.29,632.62,643.55,-0.1,0.034,-65.11,2,1,1,2
621.84,630.96,641.94,-0.1,0.035,-65.66,2,1,1,2
619.63,629.22,640.29,-0.1,0.037,-68.97,2,1,1,2
616.87,627.32,638.56,-0.1,0.038,-69.53,2,1,1,2
619.63,626.14,637.16,-0.08,0.038,-65.11,2,1,1,2
623.49,625.73,636.15,-0.07,0.038,-52.42,2,1,1,2
620.18,624.88,634.97,-0.07,0.037,-48.01,2,1,1,2
617.98,623.82,633.71,-0.08,0.036,-47.45,2,1,1,2
615.22,622.5,632.34,-0.07,0.034,-54.07,2,1,1,2
608.05,620.28,630.54,-0.08,0.033,-55.72,2,1,1,2
603.63,617.72,628.55,-0.08,0.032,-58.49,2,1,1,2
597.56,614.62,626.25,-0.09,0.032,-59.04,2,1,1,2
594.8,611.57,623.92,-0.09,0.033,-60.7,2,1,1,2
597.29,609.37,621.95,-0.09,0.033,-58.21,2,1,1,2
597.29,607.51,620.12,-0.09,0.033,-47.72,2,1,1,2
599.77,606.32,618.61,-0.09,0.032,-47.45,2,1,1,2
600.87,605.48,617.3,-0.08,0.032,-55.18,2,1,1,2
600.32,604.69,616.04,-0.08,0.031,-54.63,2,1,1,2
599.22,603.85,614.79,-0.07,0.03,-56.83,2,1,1,2
604.18,603.9,614,-0.04,0.03,-37.52,2,1,1,2
601.98,603.6,613.11,-0.03,0.029,-29.24,2,1,1,2
601.42,603.26,612.24,-0.04,0.026,-22.07,2,1,1,2
609.15,604.17,612.01,-0.02,0.023,-6.07,2,0,1,2
587.08,601.54,610.16,-0.06,0.019,-28.14,2,1,1,2
583.77,598.81,608.21,-0.06,0.018,-31.45,2,1,1,2
571.63,594.63,605.5,-0.08,0.019,-49.66,2,1,1,2
559.49,589.22,602.09,-0.1,0.021,-62.35,2,1,1,2
549.56,583.12,598.2,-0.12,0.025,-70.07,2,1,1,2
551.21,578.21,594.72,-0.12,0.03,-65.66,2,1,1,2
557.83,575.07,591.99,-0.11,0.034,-61.8,2,1,1,2
567.22,573.86,590.16,-0.09,0.036,-56.27,2,1,1,2
565.56,572.58,588.34,-0.08,0.036,-54.62,2,1,1,2
565.56,571.5,586.65,-0.08,0.037,-52.42,2,1,1,2
561.7,569.99,584.8,-0.08,0.037,-53.52,2,1,1,2
561.7,568.71,583.09,-0.08,0.037,-46.35,2,1,1,2
561.7,567.63,581.51,-0.08,0.037,-41.93,2,1,1,2
564.46,567.14,580.25,-0.07,0.036,-33.1,2,1,1,2
563.35,566.56,579,-0.08,0.035,-31.45,2,1,1,2
560.59,565.64,577.64,-0.08,0.034,-36.7,2,1,1,2
566.11,565.71,576.79,-0.07,0.034,-31.18,2,1,1,2
566.11,565.77,576,-0.07,0.034,-33.66,2,1,1,2
571.63,566.67,575.68,-0.06,0.033,-29.24,2,1,1,2
570.53,567.26,575.3,-0.06,0.033,-29.79,2,1,1,2
568.87,567.51,574.82,-0.07,0.032,-30.35,2,1,1,2
576.04,568.82,574.91,-0.05,0.032,-28.14,2,1,1,2
578.25,570.27,575.16,-0.05,0.031,-23.73,2,1,1,2
571.63,570.48,574.9,-0.06,0.03,-29.79,2,1,1,2
568.32,570.15,574.41,-0.03,0.028,-40.83,2,1,1,2
572.73,570.55,574.29,-0.02,0.027,-14.35,2,0,1,2
576.59,571.48,574.46,0,0.025,-7.18,2,2,1,2
575.49,572.1,574.54,0,0.023,3.86,2,2,1,1
574.39,572.45,574.53,-0.01,0.02,14.9,2,2,1,1
569.97,572.07,574.19,-0.01,0.015,20.41,2,2,1,1
570.53,571.83,573.92,-0.01,0.014,19.32,2,2,1,1
570.53,571.63,573.67,-0.01,0.013,12.7,2,2,1,1
571.08,571.55,573.48,-0.01,0.012,3.86,2,2,1,1
568.87,571.14,573.14,-0.02,0.012,3.31,2,0,1,1
566.66,570.45,572.66,-0.02,0.011,1.1,2,0,1,1
558.94,568.68,571.64,-0.03,0.009,-2.76,2,1,1,2
551.77,566.08,570.17,-0.05,0.009,-9.93,2,1,1,2
554.52,564.3,569.01,-0.04,0.011,-7.18,2,1,1,2
555.08,562.88,567.98,-0.04,0.011,-9.38,2,1,1,2
558.39,562.19,567.27,-0.03,0.012,-4.96,2,1,1,2
556.73,561.35,566.49,-0.04,0.012,-3.86,2,1,1,2
552.87,560.05,565.48,-0.04,0.013,-13.24,2,1,1,2
539.07,556.82,563.52,-0.07,0.013,-27.04,2,1,1,2
525.83,552.05,560.73,-0.09,0.016,-45.8,2,1,1,2
526.94,548.19,558.23,-0.09,0.021,-43.59,2,1,1,2
529.14,545.26,556.08,-0.08,0.024,-39.73,2,1,1,2
533.01,543.38,554.37,-0.08,0.027,-43.03,2,1,1,2
523.63,540.34,552.09,-0.09,0.028,-54.62,2,1,1,2
522.52,537.6,549.9,-0.09,0.031,-49.11,2,1,1,2
525.28,535.7,548.08,-0.09,0.033,-43.04,2,1,1,2
525.83,534.18,546.43,-0.09,0.034,-46.9,2,1,1,2
529.69,533.49,545.19,-0.08,0.035,-46.9,2,1,1,2
535.21,533.75,544.45,-0.07,0.035,-40.28,2,1,1,2
536.87,534.23,543.89,-0.06,0.035,-37.52,2,1,1,2
538.52,534.89,543.49,-0.06,0.035,-31.45,2,1,1,2
541.83,535.96,543.37,-0.05,0.034,-28.7,2,1,1,2
545.14,537.37,543.5,-0.05,0.033,-25.39,2,1,1,2
542.94,538.23,543.46,-0.05,0.032,-28.14,2,1,1,2
537.97,538.19,543.05,-0.05,0.03,-30.9,2,1,1,2
530.25,536.97,542.1,-0.05,0.029,-36.41,2,1,1,2
529.69,535.85,541.18,-0.05,0.028,-29.25,2,1,1,2
530.8,535.07,540.41,-0.05,0.027,-20.97,2,1,1,2
524.73,533.48,539.25,-0.06,0.025,-29.79,2,1,1,2
532.45,533.32,538.75,-0.05,0.024,-22.63,2,1,1,2
538.52,534.12,538.73,-0.03,0.022,-19.87,2,1,1,2
544.04,535.65,539.12,-0.02,0.021,-12.69,2,0,1,2
555.08,538.64,540.3,0.02,0.02,2.21,2,2,1,1
565.56,542.78,542.17,0.02,0.02,26.49,1,2,1,1
584.32,549.17,545.29,0.03,0.022,58.49,1,2,1,1
578.8,553.73,547.77,-0.01,0.026,51.86,1,2,1,1
582.66,558.18,550.35,0,0.029,53.52,1,2,1,1
584.87,562.29,552.91,0,0.032,51.86,1,2,1,1
590.39,566.61,555.69,0.01,0.036,66.76,1,2,1,1
594.8,570.95,558.59,0.01,0.039,72.28,1,2,1,1
592.04,574.19,561.07,0,0.042,66.76,1,2,1,1
593.15,577.11,563.45,0,0.044,67.32,1,2,1,1
593.15,579.58,565.65,0,0.046,63.46,1,2,1,1
604.73,583.45,568.54,0.02,0.047,69.52,1,2,1,1
602.53,586.39,571.06,0,0.049,65.66,1,2,1,1
601.98,588.79,573.35,0,0.05,63.46,1,2,1,1
594.8,589.71,574.94,-0.02,0.05,52.97,1,0,1,1
591.49,589.98,576.17,-0.02,0.05,46.35,1,0,1,1
587.63,589.62,577.02,-0.03,0.05,44.69,1,1,1,1
587.63,589.31,577.81,-0.03,0.049,49.66,1,1,1,1
585.42,588.71,578.37,-0.03,0.049,55.17,1,1,1,1
583.77,587.95,578.77,-0.03,0.048,54.08,1,1,1,1
576.59,586.2,578.61,-0.05,0.047,45.79,1,1,1,1
582.11,585.57,578.87,-0.04,0.046,57.38,1,1,1,1
578.25,584.44,578.82,-0.04,0.045,45.8,1,1,1,1
578.8,583.57,578.82,-0.04,0.042,40.28,1,1,1,1
584.32,583.69,579.23,-0.03,0.039,40.28,1,1,1,1
589.84,584.64,580.02,-0.02,0.036,34.76,1,0,1,1
588.18,585.18,580.62,-0.03,0.031,22.62,1,1,1,1
599.77,587.42,582.04,-0.01,0.027,15.45,1,2,1,1
595.91,588.73,583.07,-0.01,0.022,17.11,1,2,1,1
593.15,589.41,583.82,-0.02,0.018,10.49,1,0,1,1
595.35,590.32,584.67,-0.02,0.015,10.48,1,0,1,1
589.84,590.25,585.05,-0.02,0.013,-0.55,1,0,1,2
590.39,590.27,585.45,-0.02,0.013,-4.41,1,0,1,2
583.22,589.19,585.28,-0.04,0.012,-8.82,1,1,1,2
576.59,587.25,584.64,-0.05,0.012,-16.56,1,1,1,2
583.77,586.71,584.58,-0.03,0.013,-9.38,1,1,1,2
586.53,586.68,584.72,-0.03,0.013,-18.2,1,1,1,2
586.53,586.66,584.85,-0.03,0.013,-16,1,1,1,2
583.22,586.13,584.73,-0.03,0.013,-18.76,1,1,1,2
580.46,585.26,584.41,-0.03,0.013,-14.34,1,1,1,2
579.35,584.35,584.04,-0.03,0.013,-12.14,1,1,1,2
584.32,584.35,584.06,-0.03,0.012,-3.31,1,1,1,2
593.7,585.79,584.77,-0.01,0.011,6.07,1,2,1,1
603.63,588.53,586.17,0.01,0.01,18.21,1,2,1,1
615.22,592.64,588.32,0.02,0.011,31.45,1,2,1,1
617.98,596.54,590.52,0,0.015,41.39,1,2,1,1
617.98,599.84,592.55,0,0.017,35.87,1,2,1,1
624.6,603.65,594.92,0.01,0.02,46.35,1,2,1,1
634.53,608.4,597.85,0.02,0.022,55.73,1,2,1,1
638.39,613.01,600.85,0.01,0.026,54.07,1,2,1,1
636.19,616.58,603.47,0,0.029,46.35,1,2,1,1
634.53,619.34,605.77,-0.01,0.031,46.35,1,2,1,1
629.56,620.91,607.53,-0.01,0.033,29.79,1,2,1,1
629.56,622.24,609.16,-0.01,0.033,33.65,1,2,1,1
635.08,624.22,611.08,-0.01,0.034,41.93,1,2,1,1
643.36,627.16,613.47,0.01,0.035,48.01,1,2,1,1
644.46,629.82,615.77,0,0.037,54.62,1,2,1,1
631.77,630.12,616.96,-0.02,0.038,41.38,1,0,1,1
620.74,628.68,617.24,-0.04,0.039,37.52,1,1,1,1
608.05,625.51,616.56,-0.06,0.039,31.46,1,1,1,1
612.46,623.5,616.26,-0.05,0.038,28.69,1,1,1,1
621.84,623.24,616.67,-0.04,0.038,35.31,1,1,1,1
623.49,623.28,617.18,-0.03,0.037,36.96,1,1,1,1
608.6,621.02,616.54,-0.06,0.036,25.38,1,1,1,1
599.22,617.67,615.26,-0.07,0.034,18.76,1,1,1,1
609.7,616.44,614.85,-0.05,0.033,30.35,1,1,1,1
612.46,615.83,614.67,-0.05,0.032,28.14,1,1,1,1
615.22,615.74,614.71,-0.05,0.031,21.52,1,1,1,1
618.53,616.17,614.99,-0.04,0.029,14.9,1,1,1,1
610.25,615.26,614.64,-0.05,0.027,-4.97,1,1,1,2
601.42,613.13,613.66,-0.07,0.024,-16.56,2,1,1,2
602.53,611.5,612.84,-0.07,0.022,-15.45,2,1,1,2
604.73,610.46,612.24,-0.06,0.021,-19.87,2,1,1,2
608.05,610.09,611.93,-0.06,0.021,-26.48,2,1,1,2
618.53,611.39,612.42,-0.04,0.021,-19.86,2,1,1,2
618.53,612.49,612.87,-0.04,0.021,-17.66,2,1,1,2
627.36,614.78,613.94,-0.03,0.021,-7.17,1,1,1,2
642.25,619.01,616.04,0,0.021,12.69,1,2,1,1
640.05,622.25,617.82,-0.01,0.022,10.49,1,2,1,1
645.57,625.84,619.88,0,0.022,10.49,1,2,1,1
646.67,629.04,621.86,0,0.023,3.31,1,2,1,1
643.36,631.24,623.45,-0.01,0.024,-1.1,1,2,1,2
647.77,633.78,625.25,0,0.024,16,1,2,1,1
646.12,635.68,626.8,0,0.025,25.38,1,2,1,1
651.08,638.05,628.6,0.01,0.026,43.03,1,2,1,1
647.77,639.55,630.02,-0.01,0.027,35.31,1,2,1,1
644.46,640.31,631.09,-0.01,0.027,22.62,1,2,1,1
639.5,640.19,631.71,-0.02,0.028,16.01,1,0,1,1
643.91,640.76,632.61,-0.01,0.028,35.31,1,2,1,1
646.67,641.67,633.65,-0.01,0.028,47.45,1,2,1,1
654.95,643.71,635.23,0.01,0.028,45.25,1,2,1,1
654.95,645.44,636.69,0,0.029,42.49,1,2,1,1
659.08,647.54,638.35,0.01,0.03,43.86,1,2,1,1
667.08,650.55,640.48,0.01,0.031,48.55,1,2,1,1
670.4,653.6,642.7,0,0.031,60.15,1,2,1,1
670.4,656.18,644.75,0,0.032,68.98,1,2,1,1
670.4,658.37,646.65,0,0.032,67.87,1,2,1,1
669.29,660.05,648.33,0,0.033,64.56,1,2,1,1
663.77,660.62,649.47,-0.01,0.033,55.72,1,2,1,1
663.77,661.1,650.53,-0.01,0.032,45.24,1,2,1,1
663.77,661.51,651.51,-0.01,0.03,45.24,1,2,1,1
661.57,661.52,652.26,-0.01,0.028,34.21,1,2,1,1
658.81,661.1,652.75,-0.02,0.025,16.56,1,0,1,1
664.88,661.68,653.65,-0.01,0.022,24.83,1,2,1,1
669.84,662.94,654.85,0,0.02,24.27,1,2,1,1
661.02,662.64,655.31,-0.01,0.018,14.35,1,2,1,1
648.88,660.52,654.83,-0.03,0.016,5.52,1,1,1,1
643.36,657.88,653.98,-0.04,0.016,-4.41,1,1,1,2
641.15,655.31,653.03,-0.04,0.016,-4.97,1,1,1,2
642.81,653.39,652.27,-0.04,0.016,-8.27,1,1,1,2
648.32,652.61,651.98,-0.03,0.016,0.55,1,1,1,1
659.91,653.73,652.57,-0.02,0.016,15.45,1,0,1,1
666.53,655.7,653.6,-0.01,0.016,27.03,1,2,1,1
661.02,656.52,654.15,-0.01,0.016,17.11,1,2,1,1
656.6,656.53,654.33,-0.02,0.016,9.93,1,0,1,1
658.26,656.8,654.62,-0.02,0.015,3.31,1,0,1,1
654.95,656.52,654.64,-0.02,0.015,0,1,0,1,0
658.26,656.79,654.91,-0.02,0.014,-0.82,1,0,1,2
658.81,657.1,655.2,-0.02,0.013,-8.27,1,0,1,2
661.02,657.7,655.63,-0.01,0.013,-9.38,1,2,1,2
670.95,659.74,656.76,0,0.013,0.55,1,2,1,1
672.05,661.63,657.89,0,0.013,1.65,1,2,1,1
682.53,664.85,659.72,0.02,0.013,13.24,1,2,1,1
677.02,666.72,661,-0.01,0.015,13.25,1,2,1,1
680.33,668.81,662.43,0,0.015,16.56,1,2,1,1
